Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
r_2196_REVNo2,"fatty-acid--CoA ligase (hexadecanoate), ER membrane (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2196_REV  -> s_2785 + s_2831 + s_2836 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2197_REV,"fatty-acid--CoA ligase (hexadecenoate), ER membrane (reversible) (arm)",s_2819 + s_2833 + s_2834  -> pmet_r_2197_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2197_REVNo1,"fatty-acid--CoA ligase (hexadecenoate), ER membrane (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2197_REV  -> s_2785 + s_2831 + s_2837 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2197_REVNo2,"fatty-acid--CoA ligase (hexadecenoate), ER membrane (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2197_REV  -> s_2785 + s_2831 + s_2837 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2198_REV,"fatty-acid--CoA ligase (octadecanoate), ER membrane (reversible) (arm)",s_2791 + s_2833 + s_2834  -> pmet_r_2198_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2198_REVNo1,"fatty-acid--CoA ligase (octadecanoate), ER membrane (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2198_REV  -> s_2785 + s_2831 + s_2838 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2198_REVNo2,"fatty-acid--CoA ligase (octadecanoate), ER membrane (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2198_REV  -> s_2785 + s_2831 + s_2838 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2199_REV,"fatty-acid--CoA ligase (octadecenoate), ER membrane (reversible) (arm)",s_2821 + s_2833 + s_2834  -> pmet_r_2199_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2199_REVNo1,"fatty-acid--CoA ligase (octadecenoate), ER membrane (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2199_REV  -> s_2785 + s_2831 + s_2839 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2199_REVNo2,"fatty-acid--CoA ligase (octadecenoate), ER membrane (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2199_REV  -> s_2785 + s_2831 + s_2839 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2200_REVNo1,"fatty-acid--CoA ligase (dodecanoate), lipid particle (reversible) (No1)",s_0635 + s_2842 + s_2843 + 0.00079271 prot_P30624  -> s_0531 + s_2840 + s_2841 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2201_REV,"fatty-acid--CoA ligase (tetradecanoate), lipid particle (reversible) (arm)",s_0635 + s_2842 + s_2845  -> pmet_r_2201_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2201_REVNo1,"fatty-acid--CoA ligase (tetradecanoate), lipid particle (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2201_REV  -> s_0531 + s_2840 + s_2844 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2201_REVNo2,"fatty-acid--CoA ligase (tetradecanoate), lipid particle (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2201_REV  -> s_0531 + s_2840 + s_2844 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2202_REV,"fatty-acid--CoA ligase (hexadecanoate), lipid particle (reversible) (arm)",s_0635 + s_2842 + s_2847  -> pmet_r_2202_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2202_REVNo1,"fatty-acid--CoA ligase (hexadecanoate), lipid particle (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2202_REV  -> s_0531 + s_2840 + s_2846 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2202_REVNo2,"fatty-acid--CoA ligase (hexadecanoate), lipid particle (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2202_REV  -> s_0531 + s_2840 + s_2846 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2203_REV,"fatty-acid--CoA ligase (hexadecenoate), lipid particle (reversible) (arm)",s_0635 + s_2842 + s_2849  -> pmet_r_2203_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2203_REVNo1,"fatty-acid--CoA ligase (hexadecenoate), lipid particle (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2203_REV  -> s_0531 + s_2840 + s_2848 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2203_REVNo2,"fatty-acid--CoA ligase (hexadecenoate), lipid particle (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2203_REV  -> s_0531 + s_2840 + s_2848 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2204_REV,"fatty-acid--CoA ligase (octadecanoate), lipid particle (reversible) (arm)",s_0635 + s_2842 + s_2851  -> pmet_r_2204_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2204_REVNo1,"fatty-acid--CoA ligase (octadecanoate), lipid particle (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2204_REV  -> s_0531 + s_2840 + s_2850 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2204_REVNo2,"fatty-acid--CoA ligase (octadecanoate), lipid particle (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2204_REV  -> s_0531 + s_2840 + s_2850 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2205_REV,"fatty-acid--CoA ligase (octadecenoate), lipid particle (reversible) (arm)",s_0635 + s_2842 + s_2853  -> pmet_r_2205_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2205_REVNo1,"fatty-acid--CoA ligase (octadecenoate), lipid particle (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2205_REV  -> s_0531 + s_2840 + s_2852 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2205_REVNo2,"fatty-acid--CoA ligase (octadecenoate), lipid particle (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2205_REV  -> s_0531 + s_2840 + s_2852 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2206_REVNo1,"fatty-acid--CoA ligase (hexadecenoate), peroxisome (reversible) (No1)",s_0426 + s_0638 + s_2854 + 0.00079271 prot_P39518  -> s_0439 + s_0534 + s_1298 ,YER015W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2207_REVNo1,"fatty-acid--CoA ligase (octadecanoate), peroxisome (reversible) (No1)",s_0426 + s_0638 + s_1457 + 0.00079271 prot_P39518  -> s_0439 + s_0534 + s_1451 ,YER015W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2208_REVNo1,"fatty-acid--CoA ligase (octadecenoate), peroxisome (reversible) (No1)",s_0426 + s_0638 + s_1265 + 0.00079271 prot_P39518  -> s_0439 + s_0534 + s_2855 ,YER015W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2209_REVNo1,"fatty-acid--CoA ligase (arachidate), cell envelope (reversible) (No1)",s_2859 + s_2860 + s_2861 + 0.00079271 prot_P39002  -> s_2856 + s_2857 + s_2858 ,YIL009W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2210_REVNo1,"fatty-acid--CoA ligase (behenate), cell envelope (reversible) (No1)",s_2859 + s_2860 + s_2863 + 0.00079271 prot_P39002  -> s_2856 + s_2857 + s_2862 ,YIL009W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2211_REVNo1,"fatty-acid--CoA ligase (lignoceric acid), cell envelope (reversible) (No1)",s_2859 + s_2860 + s_2865 + 0.00079271 prot_P39002  -> s_2856 + s_2857 + s_2864 ,YIL009W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2212_REVNo1,"fatty-acid--CoA ligase (cerotic acid), cell envelope (reversible) (No1)",s_2859 + s_2860 + s_2867 + 0.00079271 prot_P39002  -> s_2856 + s_2857 + s_2866 ,YIL009W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2305_REVNo1,cis-aconitate(3-) to isocitrate (reversible) (No1),s_0940 + 1.9384e-06 prot_P19414  -> s_0516 + s_0803 ,YLR304C,0,Inf,0,sce00020  Citrate cycle (TCA cycle);sce00630  Glyoxylate and dicarboxylate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids,
r_2432_REVNo1,"CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane (reversible) (No1)",s_2834 + s_3084 + 3.1141e-05 prot_P38221  -> s_2783 + s_2954 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2433_REVNo1,"CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane (reversible) (No1)",s_2834 + s_3085 + 3.1141e-05 prot_P38221  -> s_2783 + s_2956 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2434_REVNo1,"CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane (reversible) (No1)",s_2834 + s_3086 + 3.1141e-05 prot_P38221  -> s_2783 + s_2958 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2435_REVNo1,"CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane (reversible) (No1)",s_2834 + s_3087 + 3.1141e-05 prot_P38221  -> s_2783 + s_2960 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2436_REVNo1,"CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane (reversible) (No1)",s_2834 + s_3088 + 3.1141e-05 prot_P38221  -> s_2783 + s_2955 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2437_REVNo1,"CDP-diacylglycerol synthase (1-16:1, 2-18:1), ER membrane (reversible) (No1)",s_2834 + s_3089 + 3.1141e-05 prot_P38221  -> s_2783 + s_2957 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2438_REVNo1,"CDP-diacylglycerol synthase (1-18:0, 2-18:1), ER membrane (reversible) (No1)",s_2834 + s_3090 + 3.1141e-05 prot_P38221  -> s_2783 + s_2959 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2439_REVNo1,"CDP-diacylglycerol synthase (1-18:1, 2-18:1), ER membrane (reversible) (No1)",s_2834 + s_3091 + 3.1141e-05 prot_P38221  -> s_2783 + s_2961 + s_3083 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2440_REVNo1,"CDP-diacylglycerol synthase (1-16:0, 2-16:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3096 + 3.1141e-05 prot_P38221  -> s_3092 + s_3093 + s_3094 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2441_REVNo1,"CDP-diacylglycerol synthase (1-16:1, 2-16:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3098 + 3.1141e-05 prot_P38221  -> s_3093 + s_3094 + s_3097 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2442_REVNo1,"CDP-diacylglycerol synthase (1-18:0, 2-16:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3100 + 3.1141e-05 prot_P38221  -> s_3093 + s_3094 + s_3099 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2443_REVNo1,"CDP-diacylglycerol synthase (1-18:1, 2-16:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3102 + 3.1141e-05 prot_P38221  -> s_3093 + s_3094 + s_3101 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2444_REVNo1,"CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3104 + 3.1141e-05 prot_P38221  -> s_3093 + s_3094 + s_3103 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2445_REVNo1,"CDP-diacylglycerol synthase (1-16:1, 2-18:1), mitochondrial membrane (reversible) (No1)",s_3095 + s_3106 + 3.1141e-05 prot_P38221  -> s_3093 + s_3094 + s_3105 ,YBR029C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04070  Phosphatidylinositol signaling system,
r_2462_REVNo1,"lysoPI acyltransferase (1-18:0, 2-16:1), ER membrane (reversible) (No1)",s_2785 + s_3120 + 5.3112e-05 prot_P38226  -> s_2791 + s_3126 ,YBR042C,0,Inf,0,,
r_2463_REVNo1,"lysoPI acyltransferase (1-18:0, 2-18:1), ER membrane (reversible) (No1)",s_2785 + s_3124 + 5.3112e-05 prot_P38226  -> s_2791 + s_3127 ,YBR042C,0,Inf,0,,
r_2620_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3240 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3296 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2621_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3240 + s_3299 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3298 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2622_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3240 + s_3301 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3300 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2623_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3240 + s_3303 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3302 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2624_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3252 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3304 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2625_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3252 + s_3299 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3305 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2626_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3252 + s_3301 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3306 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2627_REVNo1,"MLCL (2-16:1, 3-16:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3252 + s_3303 + 8.2305e-06 prot_Q06510  -> s_3270 + s_3307 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2628_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3241 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3296 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2629_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3241 + s_3299 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3298 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2630_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3241 + s_3301 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3300 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2631_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3241 + s_3303 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3302 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2632_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3253 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3304 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2633_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3253 + s_3299 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3305 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2634_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3253 + s_3301 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3306 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2635_REVNo1,"MLCL (2-16:1, 3-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3253 + s_3303 + 8.2305e-06 prot_Q06510  -> s_3272 + s_3307 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2636_REVNo1,"MLCL (2-16:1, 3-18:0, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3242 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3273 + s_3296 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2637_REVNo1,"MLCL (2-16:1, 3-18:0, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3242 + s_3299 + 8.2305e-06 prot_Q06510  -> s_3273 + s_3298 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2638_REVNo1,"MLCL (2-16:1, 3-18:0, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3242 + s_3301 + 8.2305e-06 prot_Q06510  -> s_3273 + s_3300 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2639_REVNo1,"MLCL (2-16:1, 3-18:0, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3242 + s_3303 + 8.2305e-06 prot_Q06510  -> s_3273 + s_3302 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_2640_REVNo1,"MLCL (2-16:1, 3-18:0, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible) (No1)",s_3254 + s_3297 + 8.2305e-06 prot_Q06510  -> s_3273 + s_3304 ,YPR140W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
